Comparison	Signature	Sample	Age	Cell_type	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge	Dataset
HGG-G34R.V_vs_HGG-WT	F-p3 MGL	Forebrain P3	Mouse P3	Microglia	1.6028209648982208e-4	3.722157524654687e-4	-0.6115726078036086	-2.34905784411551	0	104	CCL3L3, SUSD3, CCL3, P2RY6, BLNK, CRYBA4, CX3CR1, CCL18, CCL4, P2RY12, EHD4, PLD4, LAG3, CORO1A, PYCARD, CSF1R, NRROS, FAM105A, HEXB, SELPLG, GNA15, TMEM119, P2RY13, RAC2, UNC93B1, SLC15A3, AIF1, BIN2, VAV1, TNFAIP8L2, RGS10, PTGS1, CYTH4, FCGR2A, MYO1F, SPI1, LTC4S, HPGDS, FERMT3, ST20, APBB1IP, FCGR2B, PTPN6, CD33, ARHGAP30, LPCAT2, NCF1, PSMB8, PLEK, PTPRC, CD300A, HCK, ITGAM, ITGAM, RHOH, CD86, LY86, LAPTM5, RNASE4, IRF8, PTPN18, CD300C, TYROBP, BCL2A1, FCER1G, EVI2A, TNFRSF13B, CCL15, CCL15, IKZF1, CD53, C1QC, FCGR1B, CCL15-CCL14, CCL15-CCL14, CTSS, CRYBB1	Jessa et al 2019
HGG-G34R.V_vs_HGG-WT	Str/SVZ 14-SPN	Striatum	Mouse P9	Str/SVZ 14-SPN	1.6100466913540493e-4	3.722157524654687e-4	-0.6220068783110526	-2.354699037175559	0	94	RELN, CNTNAP5, GRM5, RAMP1, DGKI, THRB, LYPD1, CSMD3, GABRG3, KCNMA1, KCTD16, CNTN4, DLGAP2, DPP6, STXBP5L, SERPINE2, ATP2B1, RBFOX1, LINGO2, CACNA1E, CALN1, PDE10A, GRIK2, RYR3, GABRB3, LRFN5, ADCY5, NEGR1, KCNQ5, NPTN, SLC2A13, TAC1, TENM2, BRINP1, ELMOD1, FGF14, CDH8, GRIN2B, CNTN3, GALNT13, GRIN2A, DTNB, CDH18, FOXP1, PDYN, MCTP1, HS6ST3, GPC6, CLVS1	Anderson et al 2020
HGG-G34R.V_vs_HGG-WT	HP Neu-mat	Human ped/adult cortex	Human ped/adult	Maturing neurons	1.607200257152041e-4	3.722157524654687e-4	-0.6179048261846068	-2.3587393039120976	0	100	CHD5, CACNA1B, CDH12, ERC2, RIMS2, EPHA6, ASIC2, KCNMA1, BCYRN1, KCTD16, CBLN2, CNTN4, DLGAP2, PRKCB, SYT1, STXBP5L, CACNA1C, WBSCR17, RALYL, CUX2, FAM153B, RBFOX1, LINGO2, MLIP, CAMK1D, DOK6, ERICH1-AS1, ARPP21, FRMPD4, GABRB3, ATP8A2, R3HDM1, LRFN5, SATB2, KCNQ5, TENM2, MYT1L, KCNH1, MIR137HG, PPFIA2, ANKRD30BL, CHRM3, HOMER1, CDH9, GRIN2B, FAM19A1, LRRTM4, FSTL4, NDST3, FAM19A2	Velmeshev et al 2019
HGG-G34R.V_vs_HGG-WT	F-p3 ASTR3	Forebrain P3	Mouse P3	Astrocytes 3	1.5792798483891344e-4	3.722157524654687e-4	-0.6084321695020654	-2.3778937799070348	0	117	RELN, MSX2, GSTM5, RAMP1, HSPB8, FBXO2, MT-CO3, GLUD2, ID3, MT-CO1, ZNF423, PRKAG2, SDC4, SOCS3, GFAP, CLU, AGT, CIDEA, CPE, PLEC, SERPINF1, YWHAH, MT-ATP6, EMB, LAMP1, GSTM1, FAM84A, ID1, TMIE, MT-ND4, MT1H, MT1H, PAQR4, TMEM176A, TNFRSF21, SCD, IGFBP5, GRIN3A, CD63, MAMDC2, MT1G, MT1G, NTSR2, TMEM176B, GPR37, MMD2, CNP, PHGDH, IL6ST, MT1F, MT1F, APOE, TSC22D4, EMP2, SPARCL1, MGST1, FXYD6, MT1A, MT1A, PLA2G3, FXYD6-FXYD2, CD81, CXXC5, ID2	Jessa et al 2019
HGG-G34R.V_vs_HGG-WT	Str/SVZ 36-Interneurons	Striatum	Mouse P9	Str/SVZ 36-Interneurons	1.6144656118824668e-4	3.722157524654687e-4	-0.6342527049975925	-2.4095167964506987	0	97	ZNF804B, TMEM130, NXPH1, VGF, ACHE, SYT13, NOS1, LY6H, CHODL, SHISA6, FAM189A1, NYAP2, IGSF21, SYNGR3, ARHGDIG, FAM155A, CBLN2, PTPRT, VSTM2B, UNC5D, OPCML, VSNL1, KCNC2, ALK, LINGO2, CGREF1, XKR4, SCN9A, CNTNAP3, GRIK4, MYO5B, SPINT2, ZMAT4, PTPRM, KLF5, GRIK1, ATP1A3, SPOCK1, HCN1, DISP2, CHRM3, GALNT14, MASP1, SST, KCNB2, TBC1D30, RIMS4, GRIN3A, RESP18, GALR1, ITGA8, GRIN2A, TACR1	Anderson et al 2020
HGG-G34R.V_vs_HGG-WT	HF EN-PFC1	Human fetal cortex/MGE	Human fetal	Early Born Deep Layer/subplate Excitatory Neuron PFC	1.607200257152041e-4	3.722157524654687e-4	-0.6375556536559491	-2.433752764152013	0	100	GABRA5, GRM5, SUSD4, IGSF21, CSMD3, GABRG3, SYN3, MTUS2, KCNMA1, KHDRBS3, OPCML, VSNL1, HOOK1, RALYL, BACE2, CSGALNACT1, UNC13C, LINGO2, CALN1, COL19A1, MLIP, CACNG3, HS3ST4, C1orf95, GRIK2, CNTNAP3, ZFPM2, CAMKV, GNG8, SLC26A4, CNTN1, MYO5B, FOSL2, ABLIM3, NRCAM, OLFM3, NR4A2, IQCA1, KAZN, SH3GL2, CARD10, KCTD12, ELMOD1, KLHL1, KCNG1, GRIN2B, LRRTM4, ADAMTSL1, SLC35F2, SLC5A8, GPR37, CLSTN2, GUCY1A2, GPRIN3, CDH18	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-WT	Str/SVZ 28-SPN	Striatum	Mouse P9	Str/SVZ 28-SPN	1.6144656118824668e-4	3.722157524654687e-4	-0.6407394127283199	-2.4341597047232204	0	97	PRKAR2B, PTCHD4, CNTNAP5, CNTNAP5, GRM5, FRAS1, LY6H, SYNDIG1, CDH12, ERC2, RIMS2, CSMD3, RASGRF1, PTPRN2, SNAP25, DLGAP2, CA11, SYT1, LINGO2, CACNA1E, CALN1, DCC, GRIK2, CNTNAP3, GABRB3, PCDH17, LRFN5, NEGR1, OLFM3, FOXP2, KCNQ5, ZDBF2, GRIK1, RIMS1, TAC1, TENM2, KCNH1, PTPRR, GDA, LIN7A, RIT2, TCERG1L, GRIN2B, KCNB2, FSTL4, FAM19A2	Anderson et al 2020
HGG-G34R.V_vs_HGG-WT	F-e15 CEXN2	Forebrain E15.5	Mouse E15.5	Cortical excitatory neurons 2	1.6090104585679806e-4	3.722157524654687e-4	-0.643969669701264	-2.454536184959848	0	99	HECW1, INA, NNAT, ISLR2, SNCB, LY6H, TAGLN3, RTN1, SYT4, ACTL6B, TUBB3, STMN2, APP, GNG3, TBR1, TSPAN13, REEP1, RAB3A, BZW2, NSG2, APLP1, UCHL1, BEX2, ARPP21, CELF4, NSG1, STMN3, GPR85, ELAVL3, MYT1L, PPP1R14C, CNIH2, SH3BP5, SERP2, DNER, FAM84A, PLXNA4, DPYSL3, CD200, NEUROD2, MAP1B, GAP43, EPHA7, ATPIF1, C16orf45, PCDH9, FEZ1, NR2F2, ANKRD12, TUBB2B, NCAM1, FXYD6, PAFAH1B3	Jessa et al 2019
HGG-G34R.V_vs_HGG-WT	HF EN-V1-2	Human fetal cortex/MGE	Human fetal	Early and Late Born Excitatory Neuron V1	1.607200257152041e-4	3.722157524654687e-4	-0.6453566196703314	-2.4635315332550536	0	100	CHD5, LINGO1, NEFM, FAM49A, SYT4, KIAA1244, SCUBE1, STMN2, RNF182, CAMK2B, TSPAN13, NCDN, SHISA9, CDKL5, SERPINE2, APLP1, STK32B, B3GALT1, ARPP21, STC1, FGF12, CAMKV, GPR85, MYO5B, SATB2, TDRD7, SLCO3A1, VLDLR, GPR27, TENM2, ADRA2A, FAXC, PKIA, PCLO, ADCY1, WWC1, CNRIP1, GRIN2B, TBC1D30, SNCA, FAM19A1, BHLHE22, PLXNA4, ABLIM1, NDST3, NEUROD2, HIVEP2, ARG2, GAP43, NCALD, FAM124A, GUCY1A2, RIMBP2, SLC44A5, SLC8A1, MCTP1, HS6ST3, FLRT2	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-WT	HF Glyc	Human fetal cortex/MGE	Human fetal	Glycolysis	1.607200257152041e-4	3.722157524654687e-4	-0.6459354234304643	-2.4657410113500986	0	100	PTPRN, NTRK2, PPP2R2C, CYP51A1, STX1A, FABP3, FABP3, CDKN1A, PEG3, NEBL, RAB3A, PRKCB, ZRSR2, ZRSR2, PFKP, DONSON, STC1, SPINT2, HK2, DHCR7, DACT3, VWA5A, VWA5A, ATP1A3, KDELR2, ZMAT3, GPI, GPI, ALDOA, ALDOA, ALDOA, AMPD2, FGF14, NIPAL3, SCD, SCD, SCD, SCD, CARS, ENO2, SRPR, PGK1, PGK1, NSF, CNN2, SEC61A1, ADAT1, GAL3ST4, ENO1, ENO1, SLC3A1, TXNIP, C22orf39, HK1, SEPHS2, RAB3B, CLEC4A, CLEC4A, CLEC4A, CLEC4A, CLEC4A, CLEC4A, GOLT1B, CREB3, EBP	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-WT	HF EN-PFC2	Human fetal cortex/MGE	Human fetal	Early and Late Born Excitatory Neuron PFC	1.607200257152041e-4	3.722157524654687e-4	-0.6557992055533222	-2.5033942058105985	0	100	RPRM, GNAL, PCDH11Y, GRM5, SYNDIG1, RSPO3, FAM49A, KIAA1045, GABRA3, SYT4, SCUBE1, STMN2, FABP3, FABP3, CBLN2, CNTN4, NCDN, VSTM2L, RALYL, CALN1, NDRG1, STK32B, CCBE1, ARPP21, KCNV1, FGF12, MPPED1, PCDH17, ATP8A2, SATB2, DUSP4, KCNQ5, SLCO3A1, ADCY2, SPOCK1, LPHN3, PPP1R14C, ADRA2A, ELMOD1, SLITRK5, MAP3K9, FGF14, DISP2, PCDH10, GRIN2B, PEX5L, CPNE8, CDKN2D, TBC1D30, CNTN3, NDST3, HIVEP2, GAP43, SLC35F2	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-WT	Str/SVZ 27-SPN	Striatum	Mouse P9	Str/SVZ 27-SPN	1.6144656118824668e-4	3.722157524654687e-4	-0.6636622337220275	-2.5188610467394166	0	96	INHBA, CELF5, GNAL, NGEF, CNTNAP5, SV2C, PHYHIP, SYNDIG1, NRGN, GABRG3, RASGEF1A, CAMK4, HPCA, NPAS2, CAMK2B, KCTD16, PTPN5, CNTN4, PCP4L1, NEBL, FAM135B, WBSCR17, MME, ATP2B1, CYP11A1, CALN1, SYNDIG1L, PDE1B, PDE10A, HS3ST4, ARPP21, POU3F1, GPR6, RYR3, CX3CL1, ADCY5, ACVR1C, DRD2, SLC24A2, KCNIP2, CDH8, BCL11B, RGS9, CHRM3, SNCA, PPP3CA, GALNT13	Anderson et al 2020
HGG-G34R.V_vs_HGG-WT	VSVZ-1 OPC	V-SVZ	Mouse adult	VSVZ-1 OPC	1.6118633139909736e-4	3.722157524654687e-4	-0.6727603471055205	-2.5419640693990204	0	93	C1QL1, FAM89A, NXPH1, MEGF11, RPRM, OLIG2, G0S2, CALY, C1QL2, OLIG1, LY6H, RAMP1, CCND1, B3GAT2, KCNIP3, FAM155A, GPR17, GNG3, GSX1, VSTM2B, DPP6, SULF2, SUSD5, SERPINE2, TNR, BRINP3, PHLDA1, SAPCD2, TMEM179, NEU4, CNTN1, CDH13, TACC2, KANK1, SNX22, C14orf37, PPP1R14C, BRINP1, IGFBP3, MATN4, TMEM59L, TMEM255B, PLLP, ZDHHC2, TMEM121, XYLT1, LNX1, PPFIBP1, TCEAL3, VCAN, NCALD, C16orf45, OLFM2, CHST5	Mizrak et al 2019
HGG-G34R.V_vs_HGG-WT	Str/SVZ 6-SPN	Striatum	Mouse P9	Str/SVZ 6-SPN	1.6139444803098772e-4	3.722157524654687e-4	-0.6737133418823588	-2.551832126962887	0	95	GNAL, CPLX2, NGEF, RELN, CNTNAP5, GRM5, NRGN, LYPD1, SYT4, SCN2A, RASGEF1A, CAMK4, CAMK2B, KCTD16, SNAP25, DLGAP2, PCP4L1, PRKCB, NDRG4, RBFOX3, RPRML, ATP2B1, RBFOX1, LINGO2, CALN1, PDE1B, PDE10A, HS3ST4, ARPP21, RYR3, CX3CL1, LRFN5, ADCY5, KCNQ5, PRKCE, ATP2B2, TAC1, MYT1L, CALB1, GDA, ELMOD1, KCNIP2, CDH8, BCL11B, RGS9, GRIN2B, SNCA, PPP3CA	Anderson et al 2020
HGG-G34R.V_vs_HGG-WT	Str/SVZ 29-SPN	Striatum	Mouse P9	Str/SVZ 29-SPN	1.6090104585679806e-4	3.722157524654687e-4	-0.6703812458852804	-2.555205785556978	0	99	ZNF804B, TMEM130, TRHDE, GRM5, CALY, LY6H, SHISA6, CSMD3, CA10, GABRG3, CACNA2D2, FAM155A, KCNMA1, SLC12A5, EFNB3, UNC5D, OPCML, DPP6, SYT1, VSNL1, HAP1, RBFOX1, LIN28B, LINGO2, XKR4, SCN9A, STMN3, KCNJ3, TMEFF2, SPINT2, LRFN5, ZMAT4, ZIC4, SLCO3A1, GRIK1, RIMS1, ATP1A3, TENM2, CCDC85A, ATP1B1, PPFIA2, HCN1, DISP2, DNER, CHRM3, GRIN2B, FAM19A1, LRRTM4, ADAMTSL1, RESP18, PGAP1, NLGN1, CDH18, SLC8A1, RASGRF2, DGKG, CHRM2, RYR2, DPP10	Anderson et al 2020
HGG-G34R.V_vs_HGG-WT	Str/SVZ 37-Ctx excitatory neurons	Striatum	Mouse P9	Str/SVZ 37-Ctx excitatory neurons	1.6144656118824668e-4	3.722157524654687e-4	-0.6750391068936819	-2.5620407866879424	0	96	NPTX1, ZNF804B, GALNT9, CHRNA4, LINGO1, SYT13, KCNK9, FAM189A1, SLC6A7, IGSF21, SLC17A7, CA10, ASIC2, CWH43, LYPD6B, TBR1, CBLN2, CXCL12, KHDRBS3, SYT1, SV2B, MMP16, NRIP3, MLIP, PFKP, RAMP3, NOV, KCNV1, KCNJ3, ATP8A2, ST3GAL1, CDH13, FEZF2, SATB2, OLFM3, CNIH3, CCK, ADCY2, SPOCK1, SH3GL2, GABRA1, GLRA3, DISP2, CBLN1, CHRM3, CDH9, SDK1, PEX5L, PRICKLE1, ANGPT1, NEUROD2, ATP2B4, KIAA1217, NEUROD6, BMP3, ZDHHC22, ADAMTS18, RASGRF2, MCTP1, TSHZ3, CHRM2, RYR2, DPP10	Anderson et al 2020
HGG-G34R.V_vs_HGG-WT	HF EN-V1-3	Human fetal cortex/MGE	Human fetal	Excitatory Neuron V1 - late born	1.607200257152041e-4	3.722157524654687e-4	-0.6929917963006267	-2.64537015727173	0	100	GABBR2, INHBA, TRIM67, FRRS1L, NPY1R, RSPO3, NTRK2, NEFM, FAM49A, CDH12, KIAA1045, SYNGR3, SCN2A, C11orf87, SYN3, FABP3, FABP3, CAMK2B, UNC13A, CNTN4, DLGAP2, NEBL, SHISA9, MET, PRKCB, CALN1, CCBE1, ARPP21, FADS3, FRMPD4, CNTNAP3, FGF12, CAMKV, R3HDM1, ST3GAL1, CDH13, SPINT2, GNAZ, RAP1GAP, PRKCE, TENM2, PPP1R14C, CSMD2, RHOU, ELMOD1, SLITRK5, BCL6, CDH8, ADCY1, CHRM3, GRIN2B, PPFIBP1, KCNH5, FAM19A1, ABLIM1, SYBU, NEO1, GAP43, NCALD, C1orf115, PALM2, KLHL32, JAKMIP1, HOMER2, STX3	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-WT	HP Neu-NRGN-I	Human ped/adult cortex	Human ped/adult	NRGN-expressing neurons 1	1.6090104585679806e-4	3.722157524654687e-4	-0.7109176905219874	-2.70971332659781	0	99	SNCB, LY6H, NEFM, NRGN, RTN1, STXBP1, SYT4, SLC17A7, STMN2, CAMK2A, SNAP25, YWHAG, RAB3A, SCN3B, DNM1, CREG2, SYT1, FAIM2, VSNL1, NDRG4, ATP2B1, PLD3, APLP1, PRNP, SCG5, UCHL1, BEX2, PGM2L1, CLU, CALM3, FTH1, NAPB, PKM, YWHAH, CCK, ATP1A3, CCDC85B, IDS, ATP1B1, YWHAB, CHN1, ALDOA, TMEM59L, DPYSL2, ACTB, SNCA, RTN4, PSAP, MAP1B, ENO2, CLSTN1, GAP43, ATP6V0B, NSF, DYNLL1, PEBP1, GAPDH	Velmeshev et al 2019
HGG-G34R.V_vs_HGG-WT	HP Neu-NRGN-II	Human ped/adult cortex	Human ped/adult	NRGN-expressing neurons 2	1.6090104585679806e-4	3.722157524654687e-4	-0.724248684021776	-2.7605253562107497	0	99	SEZ6L2, NRGN, RTN1, STXBP1, SYT4, SLC17A7, SCN2A, STMN2, APP, CAMK2A, SNAP25, YWHAG, RAB3A, PRKCB, SCN3B, DNM1, CREG2, SYT1, FAIM2, VSNL1, NDRG4, NSG2, ATP2B1, PLD3, PRNP, SCG5, UCHL1, BEX2, PGM2L1, PRKAR1B, CALM3, CADM3, NAPB, PKM, YWHAH, ATP2B2, CCK, ATP1A3, ATP2A2, IDS, ATP1B1, YWHAB, CHN1, ALDOA, TMEM59L, PPIA, DPYSL2, SNCA, RTN4, PSAP, MAP1B, ENO2, CLSTN1, GAP43, SYNGR1, NSF, DYNLL1, YWHAZ, PEBP1, GAPDH, PREPL, CALM1, ATP6AP2, TSPAN7	Velmeshev et al 2019
HGG-G34R.V_vs_HGG-WT	F-p3 CEXN1	Forebrain P3	Mouse P3	Cortical excitatory neurons	1.6087516087516087e-4	3.722157524654687e-4	-0.7615448873025896	-2.898337794156366	0	98	GOLGA7B, HECW1, CPLX2, SHANK1, L1CAM, GABRA5, CALY, PSD, SLC17A6, SNCB, NRGN, SYT4, ACTL6B, SYT5, TUBB3, STMN2, ARHGDIG, DMTN, FABP3, GNG3, CAMK2B, RAB3A, SYT1, RBFOX3, RALYL, CUX2, APLP1, RBFOX1, CALN1, NDRG1, FAM57B, BEND6, MLIP, ARPP21, POU3F1, NSG1, STMN3, MPPED1, CAMKV, PRKAR1B, GPR85, LRFN5, ELAVL3, SATB2, CCK, MYT1L, CACNB3, PPFIA2, CNIH2, EFNA3, SERP2, KCTD13, CNTN2, GRIN2B, SNCA, BHLHE22, DPYSL3, CD200, NEUROD2, FAM19A2, MAP1B, GAP43	Jessa et al 2019
HGG-G34R.V_vs_HGG-WT	VSVZ-2 Neuron	V-SVZ	Mouse adult	VSVZ-2 Neuron	1.6139444803098772e-4	3.722157524654687e-4	-0.7833303153505865	-2.9670296555959275	0	95	TMEM130, PTPRN, SYN1, GNAL, VGF, CPLX2, EEF1A2, HPCAL4, GRM5, CALY, CPLX1, PHYHIP, LY6H, RAB3C, FBXL16, AGAP2, GRIN1, RTN1, STXBP1, SYT4, SCN2A, RASGEF1A, HPCA, CAMK2B, SLC12A5, SNAP25, PTPN5, YWHAG, PEG3, NCDN, RAB3A, SCN2B, PRKCB, VSTM2L, DNM1, SULT4A1, SYT1, VSNL1, HAP1, NDRG4, NSG2, RBFOX1, PDE1B, ARPP21, CELF4, NSG1, NRSN2, CAMKV, PRKAR1B, CX3CL1, PNMAL2, PRKCE, ATP2B2, ATP1A3, GDA, ATP1B1, ELMOD1, WIPF3, CHN1, KCNIP2, DISP2, CLSTN3, ARF3	Mizrak et al 2019
HGG-G34R.V_vs_HGG-WT	VSVZ-1 Neuron	V-SVZ	Mouse adult	VSVZ-1 Neuron	1.6191709844559586e-4	3.722157524654687e-4	-0.8010137893046896	-3.0040030950975667	0	89	CDK5R2, TMEM130, CELF5, PTPRN, GNAL, VGF, CPLX2, DDN, HPCAL4, SH2D5, GRM5, CALY, PSD, PHYHIP, SNCB, RAB3C, SPTBN2, FBXL16, AGAP2, GRIN1, NRGN, SCN2A, RASGEF1A, CAMK2A, CAMK4, HPCA, CAMK2B, SLC12A5, SNAP25, PTPN5, NCDN, SCN2B, PRKCB, DNM1, SULT4A1, SYT1, VSNL1, HAP1, NDRG4, RBFOX3, RBFOX1, CALN1, PDE1B, PDE10A, VAT1L, ARPP21, CELF4, CAMKV, UNC80, CX3CL1, ADCY5, PRKCE, ATP2B2, MATK, ATP1A3, MYT1L, CNIH2, KCNIP2, RGS9, ARF3, GRIN2B, PPP3CA, KIFC2, ENO2, GAP43, KCNQ2, GRIN2A	Mizrak et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	HF Microglia	Human fetal cortex/MGE	Human fetal	Microglia	6.939625260235947e-4	0.0015563722657544166	0.7870146415144822	3.8755814007972056	0	100	TREM2, C1QA, STAB1, ITGB2, ITGB2, C1QC, C1QB, C3AR1, ITGAX, CSF1R, VSIG4, HMOX1, LAPTM5, CD53, TYROBP, CD84, HAVCR2, CYTH4, CYBB, IL6R, CD4, C3, RHBDF2, ADAP2, CSF1, CH25H, ADORA3, RNASE1, INPP5D, FPR1, SELPLG, LY86, APBB1IP, MSR1, LAT2, NCKAP1L, OLR1, TLR7, SPP1, HCLS1, CD74, FGD2, ATP8B4, FOLR2, PTGS1, SIGLEC8, NLRP3, TLR4, BCL2A1, BCL2A1, BCL2A1, BCL2A1, LCP1, CSF2RA, PLEK, SAMSN1, MS4A7, C10orf54, IRF8, DOCK8, PTPRC, NCF4, PTAFR, PTGER4, FCGR2A, FCGR2A, FCER1G, ARHGAP25, RGS10, ITGAM, CCL3, CSF3R, CX3CR1, C5AR1, LCP2, SRGN, RGS1, FCGR1A, IL1B, BIN2, ADAM28	Nowakowski et al 2017
HGG-G34R.V_vs_PNET-HGNET-BCOR	F-p3 MGL	Forebrain P3	Mouse P3	Microglia	7.194244604316547e-4	0.0015563722657544166	0.7243252859492202	3.5818813826383407	0	104	FERMT3, TREM2, C1QA, CORO1A, CD14, C1QC, TMEM119, NRROS, C1QB, C3AR1, SLC15A3, LTC4S, PTPN6, PSMB8, ABI3, LAIR1, CSF1R, LAPTM5, CD53, TYROBP, CD84, HCK, CYTH4, ARHGAP30, UNC93B1, CTSS, CD68, RAC2, LYZ, SPI1, AIF1, SELPLG, LY86, APBB1IP, PTPN18, HCLS1, FGD2, MYO1F, PLD4, OLFML3, GPR34, SLC11A1, CD37, GMFG, EVI2A, PTGS1, NFKBID, TBXAS1, VAV1, CD300A, CD180, BCL2A1, GNA15, SUSD3, PLEK, IKZF1, IRF8, PTPRC, CD300C, PYCARD, TNFAIP8L2, FCGR2A, RNASE4, EHD4, FCGR1B, FCER1G, RGS10, LPCAT2, ITGAM, ITGAM, CCL3	Jessa et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	F-e15 MGL	Forebrain E15.5	Mouse E15.5	Microglia	7.194244604316547e-4	0.0015563722657544166	0.708149916637594	3.5018921080423473	0	104	CTSD, BST2, TREM2, C1QA, CORO1A, FCGRT, C1QC, GRN, GUSB, ARPC1B, APOE, FTL, C1QB, C3AR1, LTC4S, GATM, CYBA, PSMB8, CSF1R, LAPTM5, PSAP, CD53, TYROBP, CYTH4, UNC93B1, CTSS, CD68, CD63, RAC2, LYZ, SPI1, AIF1, ARHGDIB, LY86, PTPN18, MS4A6A, MS4A6A, MS4A6A, NPL, HCLS1, PLD4, GPR34, VAMP8, GMFG, GLUL, EVI2A, SAT1, CREG1, CST3, CD300A, PLIN2, LCP1, MS4A7, LST1, CTSB, CD300C, PYCARD, FCGR2A, B2M, CTSC, RNASE4, EHD4, CD48, FCGR1B, FCER1G, DAB2, CTSZ, RGS10, LYN, LAMP1, CX3CR1, HEXA, CD86, LGMN, CD9, PF4, FCGR1A, BIN2	Jessa et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	Str/SVZ 39-Microglia	Striatum	Mouse P9	Str/SVZ 39-Microglia	6.596306068601583e-4	0.0015563722657544166	0.7196183739190294	3.4956586952237587	0	92	FERMT3, TREM2, C1QA, C1QC, TMEM119, ARPC1B, C1QB, SLCO2B1, C3AR1, LTC4S, ABI3, LAIR1, CSF1R, LAPTM5, CD53, TYROBP, CD84, CYTH4, ARHGAP30, IL6R, ADAP2, UNC93B1, CTSS, INPP5D, RAC2, LYZ, SPI1, AIF1, SELPLG, LY86, APBB1IP, PTPN18, NCKAP1L, FGD2, MYO1F, PLD4, TNFRSF11A, OLFML3, IL10RA, CD37, GMFG, SLA, PIK3AP1, ITGB5, PTGS1, TBXAS1, VAV1, DOCK2, CD180, GNA15, SUSD3, LST1, IKZF1, DOCK8, PTPRC, RBM47, B2M, CTSC, RNASE4, FCER1G, KCNK13, LPCAT2, TGFBR2, LYN, CX3CR1, IFI27L1, CD86, LGMN	Anderson et al 2020
HGG-G34R.V_vs_PNET-HGNET-BCOR	VSVZ-2 Microglia	V-SVZ	Mouse adult	VSVZ-2 Microglia	6.756756756756757e-4	0.0015563722657544166	0.67893600058571	3.331496929822261	0	97	CTSD, TREM2, C1QA, CD14, C1QC, GRN, TMEM119, C1QB, SLCO2B1, LTC4S, CYBA, ABI3, LAIR1, CSF1R, LAPTM5, CD53, TYROBP, CYTH4, IL6R, UNC93B1, CTSS, CD68, LYZ, SPI1, AIF1, SELPLG, LY86, APBB1IP, PTPN18, SLC2A5, NCKAP1L, PLD4, GPR34, JUNB, CD37, GMFG, SPARC, ITGB5, PTGS1, DUSP6, ALOX5AP, CST3, FOS, TMEM173, BCL2A1, SUSD3, IRF8, PYCARD, B2M, CTSC, RNASE4, IFNGR1, FCER1G, CTSZ, RGS10, LPCAT2, TMSB4Y, ITGAM, LYN, MAFB, CX3CR1, HEXA, LGMN, NCF1, FCGR1A, BIN2, FOSB, SOCS3, JUN	Mizrak et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	VSVZ-1 Microglia	V-SVZ	Mouse adult	VSVZ-1 Microglia	6.747638326585695e-4	0.0015563722657544166	0.6790327497319257	3.324426069167963	0	96	CTSD, TREM2, C1QA, CD14, C1QC, GRN, TMEM119, C1QB, SLCO2B1, LTC4S, CYBA, ABI3, LAIR1, CSF1R, LAPTM5, CD53, TYROBP, CYTH4, UNC93B1, CTSS, CD68, LYZ, SPI1, AIF1, SELPLG, ARHGDIB, LY86, APBB1IP, PTPN18, SLC2A5, PLD4, GPR34, JUNB, CD37, GMFG, ITGB5, PTGS1, DUSP6, ALOX5AP, SGK1, CST3, FOS, TMEM173, BCL2A1, SUSD3, LST1, IRF8, PYCARD, B2M, RNASE4, IFNGR1, FCER1G, CTSZ, RGS10, LPCAT2, ITGAM, MAFB, CX3CR1, HEXA, LGMN, FCGR1A, BIN2, FOSB, SOCS3, JUN	Mizrak et al 2019
HGG-G34R.V_vs_PNET-HGNET-BCOR	F-p0 MAC	Forebrain P0	Mouse P0	Macrophages	7.08215297450425e-4	0.0015563722657544166	0.6725591844798448	3.3209484483497103	0	103	FERMT3, C1QA, CD14, STAB1, C1QC, NRROS, C3AR1, LTC4S, LRRC25, DOK2, PTPN6, CSF1R, LAPTM5, CD53, MILR1, TYROBP, CD84, CYTH4, CYBB, ADAM33, UNC93B1, CTSS, CD68, CCR1, RAC2, CCL2, LYZ, SPI1, AIF1, LY86, PTPN18, MSR1, MS4A6A, MS4A6A, MS4A6A, CD163, TLR7, RGS18, HCLS1, PLD4, GMFG, FOLR2, EVI2A, SLFN12, ALOX5AP, CD300A, LILRA4, LCP1, PLEK, MS4A7, LST1, AOAH, IRF8, CD300C, TNFAIP8L2, FCGR2A, FCGR2A, TMEM106A, EHD4, CD48, EPSTI1, FCGR1B, IGSF6, FCER1G, LYL1, MRC1, C5AR1, CD86, PF4, NCF1, FCGR1A, LPXN	Jessa et al 2019
